source_kind,source_name,source_url,source_tab,family,model_name,run_tag,task,language,variant,setting,score,metric,raw_value,status,date_updated,config,finetune_job_id,eval_job_id,eval_output_dir,summary_path,checkpoint_path,comparisons,notes
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,ROUGE-1,0.009,,ROUGE-1: 0.009,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,ROUGE-1,0.0079,,ROUGE-1: 0.0079,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,ROUGE-2,0.001,,ROUGE-2: 0.001,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,ROUGE-2,0.0006,,ROUGE-2: 0.0006,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,ROUGE-L,0.009,,ROUGE-L: 0.009,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,ROUGE-L,0.0079,,ROUGE-L: 0.0079,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,chrF,9.38,,chrF: 9.38,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,monolingual,chrF,4.78,,chrF: 4.78,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,ROUGE-1,0.213,,ROUGE-1: 0.213,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,ROUGE-1,0.000,,ROUGE-1: 0.000,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,ROUGE-2,0.046,,ROUGE-2: 0.046,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,ROUGE-2,0.000,,ROUGE-2: 0.000,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,ROUGE-L,0.209,,ROUGE-L: 0.209,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,ROUGE-L,0.000,,ROUGE-L: 0.000,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,chrF,21.810,,chrF: 21.810,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,afrihg,Zul,multilingual,chrF,8.717,,chrF: 8.717,baseline_result,,,,,,,,,"TODO: Investigate why greedy outperforms beam for Mamba on AfriHG

TODO: Investigate why multilingual (0.209 ROUGE-L) significantly outperforms monolingual (0.009 ROUGE-L) for AfriHG"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,t2x,Xho,base,"""xho_chrf""",0.73,,"""xho_chrf"": 0.73",baseline_result,,,,,,,,,"- investigate more, why different? Validation losses comparison. See curve to check.
- check setup"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,t2x,Xho,base,"""xho_chrf""",4.78,,"""xho_chrf"": 4.78",baseline_result,,,,,,,,,"- investigate more, why different? Validation losses comparison. See curve to check.
- check setup"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Mamba Results,mamba,mamba,,t2x,Xho,monolingual,"""xho_chrf""",27.69,,"""xho_chrf"": 27.69",baseline_result,,,,,,,,,"- investigate more, why different? Validation losses comparison. See curve to check.
- check setup"
cluster_manifest,llama,,,transformer,llama,2026-04-03,AfriHG,All,multilingual,,,,,eval_submitted,,finetune/llama_afrihg_all,665573,665602,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_afrihg_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,AfriHG,All,multilingual,,,,,eval_submitted,,finetune/llama_afrihg_all,665630,671357,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_afrihg_all,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_afrihg_all/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,AfriHG,Xho,monolingual,,,,,eval_submitted,,finetune/llama_afrihg_xho,665552,665581,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_afrihg_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,AfriHG,Xho,monolingual,,,,,eval_submitted,,finetune/llama_afrihg_xho,665609,671341,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_afrihg_xho,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_afrihg_xho/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,AfriHG,Zul,monolingual,,,,,eval_submitted,,finetune/llama_afrihg_zul,665553,665582,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_afrihg_zul,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,AfriHG,Zul,monolingual,,,,,eval_submitted,,finetune/llama_afrihg_zul,665610,671342,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_afrihg_zul,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_afrihg_zul/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,Injongo Intent,All,multilingual,,,,,eval_submitted,,finetune/llama_injongointent_all,665574,665603,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_injongointent_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,Injongo Intent,All,multilingual,,,,,eval_submitted,,finetune/llama_injongointent_all,665631,671358,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_injongointent_all,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_injongointent_all/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,Injongo Intent,Eng,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_eng,665554,665583,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_injongointent_eng,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,Injongo Intent,Eng,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_eng,665611,671343,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_injongointent_eng,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_injongointent_eng/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,Injongo Intent,Sot,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_sot,665555,665584,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_injongointent_sot,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,Injongo Intent,Sot,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_sot,665612,671344,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_injongointent_sot,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_injongointent_sot/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,Injongo Intent,Xho,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_xho,665556,665585,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_injongointent_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,Injongo Intent,Xho,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_xho,665613,671345,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_injongointent_xho,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_injongointent_xho/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,Injongo Intent,Zul,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_zul,665557,665586,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_injongointent_zul,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,Injongo Intent,Zul,monolingual,,,,,eval_submitted,,finetune/llama_injongointent_zul,665614,671346,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_injongointent_zul,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_injongointent_zul/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNER,All,multilingual,,,,,eval_submitted,,finetune/llama_ner_all,665575,665604,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_ner_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNER,All,multilingual,,,,,training_incomplete,,finetune/llama_ner_all,665632,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNER,All,multilingual,,,,,eval_submitted,,finetune/llama_ner_all,671327,671369,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_ner_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNER,Tsn,monolingual,,,,,eval_submitted,,finetune/llama_ner_tsn,665558,665587,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_ner_tsn,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNER,Tsn,monolingual,,,,,training_incomplete,,finetune/llama_ner_tsn,665615,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNER,Tsn,monolingual,,,,,eval_submitted,,finetune/llama_ner_tsn,671322,671365,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_ner_tsn,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNER,Xho,monolingual,,,,,eval_submitted,,finetune/llama_ner_xho,665559,665588,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_ner_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNER,Xho,monolingual,,,,,training_incomplete,,finetune/llama_ner_xho,665616,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNER,Xho,monolingual,,,,,eval_submitted,,finetune/llama_ner_xho,671323,671366,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_ner_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNER,Zul,monolingual,,,,,eval_submitted,,finetune/llama_ner_zul,665560,665589,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_ner_zul,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNER,Zul,monolingual,,,,,training_incomplete,,finetune/llama_ner_zul,665617,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNER,Zul,monolingual,,,,,eval_submitted,,finetune/llama_ner_zul,671324,671367,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_ner_zul,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNews,All,multilingual,,,,,eval_submitted,,finetune/llama_news_all,665576,665605,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_news_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNews,All,multilingual,,,,,training_incomplete,,finetune/llama_news_all,665633,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNews,All,multilingual,,,,,eval_submitted,,finetune/llama_news_all,671328,671370,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_news_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNews,Eng,monolingual,,,,,eval_submitted,,finetune/llama_news_eng,665561,665590,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_news_eng,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNews,Eng,monolingual,,,,,training_incomplete,,finetune/llama_news_eng,665618,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNews,Eng,monolingual,,,,,training_incomplete,,finetune/llama_news_eng,671325,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r4,MasakhaNews,Eng,monolingual,,,,,eval_submitted,,finetune/llama_news_eng,671337,671372,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r4/llama_news_eng,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaNews,Xho,monolingual,,,,,eval_submitted,,finetune/llama_news_xho,665562,665591,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_news_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaNews,Xho,monolingual,,,,,training_incomplete,,finetune/llama_news_xho,665619,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,MasakhaNews,Xho,monolingual,,,,,eval_submitted,,finetune/llama_news_xho,671326,671368,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_news_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaPOS,All,multilingual,,,,,eval_submitted,,finetune/llama_pos_all,665577,665606,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_pos_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaPOS,All,multilingual,,,,,eval_submitted,,finetune/llama_pos_all,665634,671359,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_pos_all,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_pos_all/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaPOS,Tsn,monolingual,,,,,eval_submitted,,finetune/llama_pos_tsn,665563,665592,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_pos_tsn,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaPOS,Tsn,monolingual,,,,,eval_submitted,,finetune/llama_pos_tsn,665620,671347,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_pos_tsn,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_pos_tsn/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaPOS,Xho,monolingual,,,,,eval_submitted,,finetune/llama_pos_xho,665564,665593,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_pos_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaPOS,Xho,monolingual,,,,,eval_submitted,,finetune/llama_pos_xho,665621,671348,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_pos_xho,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_pos_xho/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,MasakhaPOS,Zul,monolingual,,,,,eval_submitted,,finetune/llama_pos_zul,665565,665594,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_pos_zul,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,MasakhaPOS,Zul,monolingual,,,,,eval_submitted,,finetune/llama_pos_zul,665622,671349,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_pos_zul,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_pos_zul/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SA General,All,general,,,,,training_incomplete,,finetune/llama_sa_general_all,665579,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SA General,All,general,,,,,training_incomplete,,finetune/llama_sa_general_all,665636,,,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-07-r3,SA General,All,general,,,,,eval_submitted,,finetune/llama_sa_general_all,671329,671371,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-07-r3/llama_sa_general_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,Afr,monolingual,,,,,eval_submitted,,finetune/llama_sib_afr,665566,665595,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_afr,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,Afr,monolingual,,,,,eval_submitted,,finetune/llama_sib_afr,665623,671350,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_afr,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_afr/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,All,multilingual,,,,,eval_submitted,,finetune/llama_sib_all,665578,665607,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_all,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,All,multilingual,,,,,eval_submitted,,finetune/llama_sib_all,665635,671360,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_all,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_all/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,Eng,monolingual,,,,,eval_submitted,,finetune/llama_sib_eng,665567,665596,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_eng,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,Eng,monolingual,,,,,eval_submitted,,finetune/llama_sib_eng,665624,671351,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_eng,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_eng/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,Nso,monolingual,,,,,eval_submitted,,finetune/llama_sib_nso,665568,665597,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_nso,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,Nso,monolingual,,,,,eval_submitted,,finetune/llama_sib_nso,665625,671352,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_nso,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_nso/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,Sot,monolingual,,,,,eval_submitted,,finetune/llama_sib_sot,665569,665598,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_sot,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,Sot,monolingual,,,,,eval_submitted,,finetune/llama_sib_sot,665626,671353,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_sot,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_sot/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,Xho,monolingual,,,,,eval_submitted,,finetune/llama_sib_xho,665570,665599,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,Xho,monolingual,,,,,eval_submitted,,finetune/llama_sib_xho,665627,671354,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_xho,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_xho/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,SIB200,Zul,monolingual,,,,,eval_submitted,,finetune/llama_sib_zul,665571,665600,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_sib_zul,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,SIB200,Zul,monolingual,,,,,eval_submitted,,finetune/llama_sib_zul,665628,671355,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_sib_zul,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_sib_zul/final_adapter,,
cluster_manifest,llama,,,transformer,llama,2026-04-03,Text2Text,Xho,monolingual,,,,,eval_submitted,,finetune/llama_t2x_xho,665572,665601,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03/llama_t2x_xho,,,,
cluster_manifest,llama,,,transformer,llama,2026-04-03-r2,Text2Text,Xho,monolingual,,,,,eval_submitted,,finetune/llama_t2x_xho,665629,671356,/scratch/lmbanr001/masters/sallm/results/eval/final_llama/2026-04-03-r2/llama_t2x_xho,,/scratch/lmbanr001/masters/sallm/checkpoints/final_llama/2026-04-03-r2/llama_t2x_xho/final_adapter,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Eng,base,0-shot,0.008,,0-shot: 0.008,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Eng,base,1-shot,0.012,,1-shot: 0.012,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Eng,base,3-shot,0.008,,3-shot: 0.008,baseline_result,23 Aug,,,,,,,,
